transaction_id,customer_id,timestamp,amount,transaction_country,txn_velocity_1h,txn_velocity_24h,is_new_payee,card_present,account_age_days,chargeback_history,prior_alerts,device_id,ip_country,merchant_id,merchant_category,merchant_country,merchant_risk_level,country_mismatch_flag,true_fraud,rule_score,triggered_rules,rule_alert_level,rule_score_normalized
T000853,C0251,2026-02-08 09:24:00,26.53,SG,3,5,0,1,1339,0,0,D0138,SG,M026,Luxury Goods,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000977,C0245,2026-02-08 11:13:00,63.32,SG,3,3,0,0,320,0,1,D0193,ID,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000428,C0215,2026-02-08 14:49:00,32.6,TH,1,5,0,1,865,0,0,D0063,MY,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000152,C0047,2026-02-08 16:00:00,8.76,MY,2,3,0,0,1735,0,0,D0253,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000412,C0115,2026-02-08 17:26:00,77.35,SG,3,5,0,1,1882,1,0,D0015,SG,M045,Travel,VN,Medium,0,0,0,[],Low,0.0
T000767,C0281,2026-02-08 17:31:00,22.1,SG,1,3,0,0,95,0,0,D0098,VN,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000068,C0014,2026-02-08 18:20:00,8.09,SG,2,2,0,1,238,1,1,D0372,MY,M030,Travel,MY,Medium,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000063,C0014,2026-02-08 22:04:00,82.82,SG,1,3,0,1,1322,0,0,D0370,SG,M041,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000865,C0012,2026-02-09 00:18:00,11.0,SG,0,5,0,1,466,1,1,D0372,SG,M046,Travel,PH,Medium,0,1,0,[],Low,0.0
T000452,C0122,2026-02-09 00:19:00,74.66,TH,1,4,0,1,854,0,0,D0269,SG,M015,Money Transfer,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000191,C0005,2026-02-09 01:30:00,2.68,SG,2,3,0,1,902,0,0,D0166,SG,M008,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000923,C0298,2026-02-09 03:57:00,41.53,ID,1,3,0,1,839,0,0,D0373,TH,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000330,C0211,2026-02-09 05:31:00,22.9,SG,1,3,0,1,1783,0,0,D0063,SG,M022,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000494,C0042,2026-02-09 06:36:00,104.62,SG,1,6,1,1,1576,0,0,D0048,TH,M035,Luxury Goods,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000875,C0183,2026-02-09 06:50:00,140.74,MY,1,6,1,0,1803,0,2,D0161,SG,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000534,C0007,2026-02-09 06:53:00,16.32,MY,1,3,0,1,715,0,0,D0063,SG,M020,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000430,C0075,2026-02-09 08:21:00,79.5,SG,1,3,1,1,1710,1,0,D0188,SG,M037,Travel,SG,Medium,0,0,0,[],Low,0.0
T000988,C0299,2026-02-09 10:40:00,145.46,MY,1,2,1,0,1950,1,0,D0028,SG,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000324,C0189,2026-02-09 11:15:00,47.67,MY,0,4,0,1,1042,0,0,D0266,MY,M007,Digital Services,SG,Medium,0,1,0,[],Low,0.0
T000376,C0182,2026-02-09 13:18:00,85.22,SG,1,4,0,1,1668,0,0,D0331,SG,M012,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000854,C0007,2026-02-09 14:43:00,65.0,PH,0,5,0,0,1001,1,1,D0151,VN,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000930,C0231,2026-02-09 15:31:00,26.74,SG,1,5,0,1,685,0,0,D0182,VN,M030,Travel,MY,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000606,C0107,2026-02-09 21:38:00,46.81,VN,1,6,0,0,1555,0,0,D0284,SG,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000558,C0108,2026-02-10 01:19:00,44.84,MY,1,2,0,0,837,2,0,D0156,SG,M028,Telecom,VN,Low,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000768,C0280,2026-02-10 03:19:00,37.69,ID,2,5,0,0,1329,0,0,D0279,SG,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000739,C0026,2026-02-10 04:14:00,14.35,ID,2,9,1,1,1232,1,1,D0119,SG,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000943,C0195,2026-02-10 06:57:00,5.06,VN,1,2,0,0,645,0,1,D0225,SG,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000108,C0101,2026-02-10 07:33:00,65.43,SG,1,5,0,1,1191,1,1,D0175,MY,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000873,C0221,2026-02-10 09:01:00,111.53,SG,2,5,0,1,1941,1,0,D0334,SG,M050,Luxury Goods,ID,High,0,1,15,['High Risk Merchant'],Low,0.2727272727272727
T000451,C0190,2026-02-10 12:15:00,31.38,TH,2,1,0,0,360,0,0,D0253,SG,M001,Gaming,PH,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000286,C0182,2026-02-10 21:11:00,122.95,PH,1,3,1,1,1367,1,0,D0266,SG,M043,Telecom,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000637,C0123,2026-02-10 23:51:00,114.28,ID,3,4,1,1,962,0,0,D0379,ID,M040,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000250,C0115,2026-02-11 00:00:00,127.15,SG,2,4,0,1,1812,1,1,D0017,SG,M002,Travel,SG,Medium,0,0,0,[],Low,0.0
T000535,C0137,2026-02-11 01:01:00,12.89,SG,1,2,0,1,874,0,0,D0100,SG,M049,Luxury Goods,PH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000670,C0168,2026-02-11 02:03:00,26.7,MY,2,0,0,0,759,0,0,D0097,SG,M008,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000568,C0227,2026-02-11 03:55:00,12.07,VN,1,4,0,1,1637,0,0,D0070,SG,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000970,C0020,2026-02-11 07:34:00,8.79,SG,0,7,0,1,257,0,1,D0227,ID,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000505,C0101,2026-02-11 09:58:00,35.6,TH,2,1,0,1,710,0,1,D0034,SG,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000908,C0186,2026-02-11 17:40:00,20.52,PH,3,0,0,1,1878,1,0,D0175,VN,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000551,C0183,2026-02-11 18:40:00,128.52,ID,0,6,1,1,1363,0,1,D0065,TH,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000523,C0026,2026-02-11 22:43:00,9.18,ID,2,4,0,0,1336,0,0,D0252,MY,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000689,C0160,2026-02-12 01:26:00,19.92,SG,1,4,0,1,178,0,1,D0076,PH,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000619,C0099,2026-02-12 03:32:00,76.97,VN,3,3,0,0,1138,1,0,D0397,SG,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000218,C0179,2026-02-12 03:53:00,34.33,SG,0,3,1,1,814,0,0,D0039,SG,M030,Travel,MY,Medium,0,0,0,[],Low,0.0
T000565,C0141,2026-02-12 06:50:00,44.41,ID,0,5,0,1,1066,0,0,D0187,TH,M005,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000676,C0045,2026-02-12 07:21:00,2.48,SG,0,4,0,1,1362,1,0,D0340,SG,M033,Travel,SG,Medium,0,0,0,[],Low,0.0
T000122,C0152,2026-02-12 10:07:00,8.57,PH,1,0,0,0,241,0,2,D0109,SG,M008,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000275,C0092,2026-02-12 10:55:00,91.1,SG,0,5,0,1,114,1,0,D0243,SG,M034,Telecom,SG,Low,0,0,0,[],Low,0.0
T000259,C0254,2026-02-12 13:07:00,12.26,SG,2,5,0,1,751,0,0,D0355,SG,M005,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000101,C0111,2026-02-12 14:53:00,6.57,TH,2,5,0,0,1180,0,0,D0114,SG,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000515,C0215,2026-02-12 15:09:00,20.14,SG,2,1,0,1,1902,0,1,D0107,SG,M017,Travel,SG,Medium,0,0,0,[],Low,0.0
T000237,C0159,2026-02-12 15:54:00,84.54,SG,1,3,0,1,983,0,0,D0184,ID,M050,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000641,C0226,2026-02-12 16:36:00,77.66,SG,3,2,1,1,875,0,0,D0217,ID,M008,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000836,C0166,2026-02-12 17:29:00,31.53,SG,3,1,0,1,1076,0,0,D0156,SG,M030,Travel,MY,Medium,0,0,0,[],Low,0.0
T000777,C0093,2026-02-12 19:09:00,43.46,MY,1,3,1,0,1484,0,0,D0085,SG,M036,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000798,C0072,2026-02-12 19:22:00,38.71,MY,3,3,0,1,580,0,2,D0143,VN,M025,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000880,C0150,2026-02-12 22:13:00,38.29,ID,0,3,0,1,79,0,2,D0074,SG,M031,Digital Services,VN,Medium,1,1,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000002,C0273,2026-02-12 22:58:00,54.9,SG,1,3,0,0,1357,0,2,D0130,SG,M024,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000944,C0118,2026-02-12 23:17:00,10.08,VN,1,4,0,1,1004,0,0,D0397,SG,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000983,C0276,2026-02-12 23:26:00,390.41,MY,0,5,0,1,127,0,1,D0340,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000131,C0006,2026-02-13 01:23:00,65.45,SG,0,2,0,1,42,0,1,D0014,VN,M036,Digital Services,SG,Medium,1,1,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000887,C0093,2026-02-13 06:12:00,272.99,MY,0,4,0,1,1591,0,0,D0119,SG,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000069,C0187,2026-02-13 11:43:00,20.76,SG,1,1,1,0,1418,0,0,D0379,SG,M038,Grocery,PH,Low,0,0,0,[],Low,0.0
T000890,C0159,2026-02-13 12:40:00,64.85,ID,2,6,1,1,1371,0,0,D0352,SG,M004,Gaming,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000533,C0117,2026-02-13 13:52:00,117.99,SG,0,4,0,1,603,0,0,D0076,SG,M011,Electronics,PH,Medium,0,0,0,[],Low,0.0
T000722,C0022,2026-02-13 15:36:00,78.09,SG,2,9,0,1,818,0,1,D0347,MY,M039,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000339,C0078,2026-02-13 21:28:00,278.37,MY,1,3,0,1,379,2,2,D0034,SG,M010,Telecom,VN,Low,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000025,C0061,2026-02-13 23:35:00,18.1,MY,3,5,0,1,229,1,0,D0364,ID,M048,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000162,C0010,2026-02-14 06:14:00,24.53,PH,0,5,0,1,1867,0,1,D0381,MY,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000664,C0040,2026-02-14 09:32:00,48.85,SG,1,4,0,1,676,0,0,D0340,ID,M004,Gaming,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000077,C0227,2026-02-14 11:24:00,42.7,MY,2,6,0,1,700,0,2,D0025,SG,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000008,C0126,2026-02-14 19:05:00,32.24,PH,2,4,0,1,1686,0,0,D0299,SG,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000673,C0059,2026-02-15 01:35:00,27.52,SG,2,5,0,0,898,0,2,D0140,TH,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000972,C0285,2026-02-15 06:55:00,17.79,VN,0,3,0,1,293,1,2,D0116,SG,M034,Telecom,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000134,C0004,2026-02-15 08:38:00,78.89,SG,0,2,0,0,1938,0,1,D0379,SG,M039,Grocery,SG,Low,0,0,0,[],Low,0.0
T000546,C0188,2026-02-15 10:17:00,25.23,SG,0,4,1,0,748,0,0,D0028,SG,M025,Travel,SG,Medium,0,0,0,[],Low,0.0
T000635,C0267,2026-02-15 11:50:00,9.99,SG,1,5,0,1,1533,0,0,D0243,SG,M005,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000871,C0238,2026-02-15 12:25:00,97.96,SG,3,3,0,0,1659,0,0,D0308,SG,M036,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000351,C0266,2026-02-15 15:26:00,32.68,SG,1,1,1,1,1070,1,0,D0082,MY,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000175,C0095,2026-02-15 15:33:00,38.68,SG,3,5,1,1,606,0,0,D0133,SG,M025,Travel,SG,Medium,0,0,0,[],Low,0.0
T000605,C0243,2026-02-15 19:13:00,78.2,SG,1,2,1,0,222,2,0,D0311,SG,M011,Electronics,PH,Medium,0,0,15,['Chargeback History'],Low,0.2727272727272727
T000778,C0008,2026-02-15 20:40:00,105.44,SG,0,8,0,0,535,0,0,D0183,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000365,C0051,2026-02-15 21:45:00,60.14,VN,1,1,0,1,1992,0,0,D0382,SG,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000118,C0070,2026-02-15 23:19:00,15.8,SG,1,3,0,0,1613,0,0,D0013,ID,M036,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000830,C0233,2026-02-15 23:23:00,43.44,SG,1,1,0,0,1725,0,0,D0186,SG,M042,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000659,C0224,2026-02-15 23:54:00,30.64,ID,3,4,0,0,22,1,1,D0368,SG,M045,Travel,VN,Medium,1,0,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000348,C0055,2026-02-15 23:55:00,45.33,SG,1,6,0,1,1403,0,1,D0384,SG,M011,Electronics,PH,Medium,0,0,0,[],Low,0.0
T000381,C0151,2026-02-16 01:20:00,45.26,SG,0,6,0,1,1093,0,1,D0337,SG,M027,Luxury Goods,PH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000566,C0274,2026-02-16 02:27:00,30.72,MY,2,6,0,1,1328,1,0,D0116,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000450,C0173,2026-02-16 02:52:00,12.19,SG,3,9,0,1,468,1,2,D0052,MY,M026,Luxury Goods,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000484,C0201,2026-02-16 06:17:00,28.1,ID,3,6,0,1,1793,0,0,D0109,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000245,C0157,2026-02-16 07:30:00,53.02,MY,2,5,0,1,1151,0,1,D0150,MY,M028,Telecom,VN,Low,0,0,0,[],Low,0.0
T000690,C0158,2026-02-16 07:43:00,29.51,SG,1,3,0,0,1871,0,0,D0096,ID,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000100,C0228,2026-02-16 10:02:00,43.18,SG,2,5,0,1,513,0,0,D0395,SG,M026,Luxury Goods,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000138,C0062,2026-02-16 15:32:00,9.46,SG,2,1,0,1,1834,0,0,D0376,SG,M018,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000064,C0028,2026-02-16 16:14:00,28.23,SG,2,5,0,1,398,1,0,D0014,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000509,C0012,2026-02-16 16:15:00,76.9,SG,2,2,0,0,1449,0,1,D0339,SG,M030,Travel,MY,Medium,0,0,0,[],Low,0.0
T000200,C0295,2026-02-16 17:10:00,19.64,PH,0,5,0,1,758,0,1,D0061,SG,M049,Luxury Goods,PH,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000788,C0153,2026-02-16 23:21:00,13.47,PH,6,2,0,0,618,1,1,D0236,SG,M044,Money Transfer,SG,High,1,0,50,"['High Transaction Velocity (1h)', 'Country Mismatch', 'High Risk Merchant']",High,0.9090909090909091
T000171,C0273,2026-02-17 03:03:00,26.14,SG,1,5,0,1,571,0,0,D0167,SG,M003,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000438,C0153,2026-02-17 05:47:00,40.34,SG,1,7,0,1,1837,0,0,D0150,MY,M049,Luxury Goods,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000543,C0159,2026-02-17 11:45:00,48.43,ID,1,2,0,1,846,0,0,D0256,PH,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000648,C0124,2026-02-17 12:50:00,30.44,SG,3,4,0,1,953,0,0,D0319,SG,M039,Grocery,SG,Low,0,0,0,[],Low,0.0
T000268,C0111,2026-02-17 13:37:00,8.95,SG,0,8,0,1,1770,0,1,D0180,SG,M005,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000125,C0243,2026-02-17 19:20:00,17.85,ID,0,6,1,0,1249,1,0,D0071,SG,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000817,C0076,2026-02-17 19:46:00,45.81,SG,2,4,1,1,1139,0,1,D0219,SG,M047,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000510,C0080,2026-02-17 22:42:00,23.04,ID,0,1,0,1,1333,0,1,D0106,ID,M005,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000085,C0231,2026-02-18 00:43:00,85.54,SG,2,5,0,1,1393,0,0,D0250,SG,M012,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000916,C0021,2026-02-18 00:52:00,304.52,SG,2,3,0,1,1709,1,0,D0221,SG,M032,Grocery,SG,Low,0,0,0,[],Low,0.0
T000583,C0146,2026-02-18 05:29:00,231.34,SG,2,5,0,1,255,1,0,D0012,SG,M019,Money Transfer,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000454,C0064,2026-02-18 09:18:00,12.76,SG,1,0,0,1,1186,0,2,D0399,SG,M037,Travel,SG,Medium,0,0,0,[],Low,0.0
T000668,C0216,2026-02-18 12:56:00,5.75,SG,1,1,0,1,428,1,0,D0143,SG,M022,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000408,C0215,2026-02-18 15:11:00,157.98,SG,0,0,0,0,1069,0,0,D0394,SG,M026,Luxury Goods,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000932,C0130,2026-02-18 16:00:00,17.89,ID,3,6,0,0,1146,0,0,D0169,SG,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000295,C0063,2026-02-18 16:11:00,98.8,SG,1,3,0,1,982,0,1,D0091,SG,M039,Grocery,SG,Low,0,0,0,[],Low,0.0
T000992,C0185,2026-02-18 17:33:00,27.57,PH,2,3,1,1,1858,0,1,D0037,ID,M006,Money Transfer,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000292,C0117,2026-02-18 19:11:00,29.06,SG,1,9,0,1,1826,0,1,D0004,SG,M043,Telecom,PH,Low,0,0,0,[],Low,0.0
T000433,C0042,2026-02-18 19:53:00,55.24,SG,0,5,0,0,1126,1,0,D0005,TH,M025,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000402,C0280,2026-02-18 19:56:00,44.86,SG,1,5,0,0,1256,1,1,D0389,MY,M044,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000867,C0243,2026-02-18 20:20:00,68.22,SG,0,5,0,0,121,0,0,D0330,SG,M043,Telecom,PH,Low,0,0,0,[],Low,0.0
T000993,C0039,2026-02-18 21:10:00,54.78,VN,2,3,0,1,734,0,1,D0147,SG,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000163,C0261,2026-02-18 22:27:00,32.46,ID,3,0,0,0,1246,0,0,D0042,SG,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000574,C0272,2026-02-19 00:28:00,37.07,TH,3,4,0,0,457,1,1,D0305,MY,M011,Electronics,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000029,C0005,2026-02-19 00:32:00,29.62,SG,3,4,0,1,987,1,0,D0200,ID,M006,Money Transfer,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000634,C0098,2026-02-19 01:20:00,38.43,ID,2,5,1,1,1311,2,0,D0377,SG,M010,Telecom,VN,Low,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000645,C0025,2026-02-19 10:20:00,14.76,SG,0,1,0,0,147,1,2,D0162,ID,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000205,C0125,2026-02-19 12:15:00,37.46,VN,1,2,0,1,791,1,1,D0134,SG,M024,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000807,C0032,2026-02-19 19:26:00,95.8,TH,5,5,0,0,1632,1,0,D0351,TH,M046,Travel,PH,Medium,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000062,C0214,2026-02-19 22:30:00,36.12,ID,1,6,0,1,1763,2,0,D0347,ID,M007,Digital Services,SG,Medium,0,0,15,['Chargeback History'],Low,0.2727272727272727
T000193,C0062,2026-02-20 01:22:00,296.46,SG,1,1,1,1,1429,0,0,D0046,VN,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000749,C0288,2026-02-20 02:04:00,24.63,SG,2,4,0,0,1901,0,0,D0059,SG,M032,Grocery,SG,Low,0,0,0,[],Low,0.0
T000709,C0233,2026-02-20 04:27:00,9.99,TH,1,3,0,1,1635,1,0,D0050,MY,M034,Telecom,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000569,C0039,2026-02-20 06:09:00,43.67,ID,0,7,0,0,896,1,0,D0093,TH,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000893,C0004,2026-02-20 07:54:00,28.89,SG,1,4,0,0,848,0,2,D0353,SG,M015,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000714,C0278,2026-02-20 09:52:00,58.9,SG,1,8,1,0,594,0,0,D0127,PH,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000457,C0181,2026-02-20 10:15:00,20.49,TH,1,1,0,0,575,0,0,D0306,SG,M038,Grocery,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000238,C0228,2026-02-20 11:34:00,151.61,SG,2,4,0,1,1330,1,1,D0099,SG,M007,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000512,C0264,2026-02-20 13:09:00,43.58,SG,0,3,0,0,294,0,1,D0110,VN,M038,Grocery,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000665,C0237,2026-02-20 15:36:00,68.53,SG,0,6,0,1,236,0,1,D0128,ID,M020,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000371,C0088,2026-02-20 16:31:00,9.08,SG,1,5,0,0,322,0,0,D0274,VN,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000458,C0292,2026-02-21 01:23:00,67.63,MY,1,3,0,0,1849,0,3,D0258,SG,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000120,C0004,2026-02-21 01:30:00,10.07,VN,1,2,0,0,1964,0,1,D0344,SG,M004,Gaming,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000978,C0059,2026-02-21 01:53:00,70.52,SG,4,3,0,1,568,0,0,D0400,TH,M021,Luxury Goods,ID,High,1,0,50,"['High Transaction Velocity (1h)', 'Country Mismatch', 'High Risk Merchant']",High,0.9090909090909091
T000212,C0104,2026-02-21 03:36:00,29.5,ID,2,3,0,0,1942,1,0,D0057,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000506,C0044,2026-02-21 03:46:00,32.4,SG,1,2,0,1,1226,0,1,D0295,ID,M017,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000329,C0215,2026-02-21 05:04:00,10.86,MY,0,6,0,1,83,0,1,D0227,SG,M034,Telecom,SG,Low,1,1,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000467,C0187,2026-02-21 06:47:00,28.48,SG,2,4,0,1,1675,0,0,D0268,VN,M001,Gaming,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000952,C0264,2026-02-21 08:43:00,18.02,MY,2,4,0,0,1171,0,0,D0190,VN,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000306,C0182,2026-02-21 14:10:00,28.65,PH,3,7,0,1,590,0,0,D0180,SG,M036,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
